track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
4UakxquolP3wxEBvHfN80D,creamy;untrusted;11:11 Music Group,unholy,unholy,26,144732,False,0.814,0.341,10,-10.316,1,0.0467,0.0626,0.0,0.165,0.517,130.891,4,chill
6jaJfp0EPr7m2FubqfO9la,SHRK;Shiloh Dynasty,Sad Hours,Keep You Safe,63,136329,False,0.807,0.343,1,-18.298,1,0.205,0.89,0.77,0.145,0.342,109.996,4,chill
7bevK9DJVy1a16426t2WQ1,William Singe,Love You Like Me,Love You Like Me,61,218614,True,0.756,0.514,5,-7.364,0,0.0759,0.47,0.0,0.124,0.332,112.004,4,chill
5p684vIzF5LOkmHL3I0tyM,j'san,"i'm in love with u, sorry","i'm in love with u, sorry",62,90315,False,0.578,0.288,5,-17.204,1,0.0589,0.97,0.633,0.125,0.276,94.983,4,chill
7BrbGr8S8rjrnlGLqtfFwA,the bootleg boy;Maberry,i still think of you,i still think of you,55,125052,False,0.575,0.193,2,-15.494,1,0.179,0.951,0.0443,0.156,0.308,118.589,4,chill
6KUsVERTI2fY3Swi5mo27R,Mokita,Love Alone,Love Alone,53,185107,False,0.632,0.454,7,-6.996,1,0.0505,0.51,2.68e-06,0.179,0.493,90.024,4,chill
5c1tswRpjj7Fyv9xb5a8RJ,Rangga Jones,confidence in me,confidence in me,62,162151,False,0.586,0.501,4,-8.519,1,0.0908,0.0874,0.0,0.0899,0.342,79.366,4,chill
4ID45W7QoisqbyFPst3wih,Lokel,World Burns,World Burns,60,141049,False,0.781,0.373,11,-10.866,1,0.0791,0.202,0.0346,0.142,0.301,125.978,4,chill
6JdU7eaEl9fPAq0sEVNzGc,Sarcastic Sounds,say goodbye,say goodbye,63,86749,True,0.71,0.415,8,-9.561,1,0.0908,0.902,0.00236,0.149,0.418,92.016,4,chill
7xD50fgMxpy8SFzyYiLntI,Tankz,London Scammer,London Scammer,65,193258,True,0.871,0.282,9,-16.861,0,0.247,0.375,0.0284,0.0856,0.353,140.068,4,chill
0CwLue2qwkPcQpovNGNtVx,Sky McCreery,i looked into your eyes,i looked into your eyes,68,148556,False,0.475,0.0989,10,-9.55,1,0.0474,0.853,0.0,0.271,0.3,133.713,4,chill
6v5vr3SqSczkqIIVeW8RjZ,Seon,Never Be Alright,Never Be Alright,68,168308,True,0.835,0.284,7,-10.121,0,0.0778,0.631,3.96e-06,0.102,0.286,86.982,4,chill
2vnocfBFbXPm4g9gsqquXf,Mokita,Inside Out,Inside Out,57,176005,False,0.687,0.172,1,-11.643,1,0.0428,0.786,0.0,0.0985,0.435,131.946,4,chill
1nfYgAwhHh37Kl6Z0YQf7Q,Zachary Knowles,tendency to be a loner,carpool,56,164665,False,0.565,0.612,10,-9.167,1,0.163,0.457,4.89e-05,0.0823,0.522,171.876,4,chill
5kX1LMGQ2gjOti9j94ehdT,Yusei;dhan,We Don't Talk Anymore [Slowed + Reverb],We Don't Talk Anymore [Slowed + Reverb],43,251794,False,0.638,0.0621,7,-26.675,1,0.0745,0.543,0.303,0.0763,0.303,147.895,4,chill
6OQqkNzm9m3WNNa4to6VKu,me7k,Don’t Go to Sleep,Don’t Go to Sleep,60,107986,False,0.9,0.273,7,-15.653,0,0.0803,0.758,0.0277,0.284,0.348,130.109,4,chill
6OXJL2HaygePLxP2ICvVh0,meynus,"i don't like it, you're not the same","i don't like it, you're not the same",66,97685,False,0.533,0.168,11,-13.329,0,0.0472,0.422,0.39,0.135,0.074,114.757,4,chill
6tQQYvGkmpjWLVmJKc0Rpr,The Millennial Club,summer nights,summer nights,59,213205,False,0.71,0.661,1,-7.904,1,0.0461,0.65,6.53e-06,0.0947,0.654,135.005,4,chill
6uLot4eub7nbh81AHS05MF,boy in skirt;Niisan,Sad Boy in Skirt,Tell Me Why I'm Waiting - Slowed,58,142267,False,0.684,0.0892,1,-19.013,0,0.0609,0.981,0.951,0.261,0.223,112.674,4,chill
4SjXHwsZevaRo1M2EQgHf6,Gentle Bones;Benjamin Kheng,Gentle Bones,Better With You (with Benjamin Kheng),60,166000,False,0.646,0.456,0,-7.27,1,0.0327,0.176,0.0,0.36,0.45,154.014,4,chill
7MKJYsiMCzQNmWaObPO4bQ,Lund,Halloween & Alternative,Broken,0,200672,True,0.83,0.583,0,-2.052,1,0.0412,0.0563,0.0005,0.109,0.146,134.0,4,chill
0b8j3Ixmk6aUa4VegYH2Ui,Purrple Cat,Sweet Dreams,Black Cherry,47,184510,False,0.8,0.11,9,-17.176,0,0.0662,0.876,0.853,0.0971,0.218,120.023,4,chill
35tQEYgNXQlBvccwCl53s0,Holem,Vertigo,Falling in Love,62,170322,False,0.424,0.557,7,-10.873,0,0.084,0.836,0.746,0.204,0.329,123.421,4,chill
3jeYMY8wyibEfP8gsQ3TAS,Tom Odell,Smiling All The Way Back Home,Smiling All The Way Back Home,65,182028,False,0.619,0.271,5,-12.467,1,0.0304,0.96,0.00124,0.164,0.309,128.09,4,chill
4kepi2oc1V51oU3h8iaJ24,Arz,Mega Hits Autumn/Fall 2022,Alone With You,0,195200,True,0.768,0.374,7,-12.49,1,0.723,0.288,1.67e-06,0.111,0.398,75.503,4,chill
0ZpHuEhi1CvOJgrqOSy8mv,Weston Estate,So Good,So Good,63,146273,False,0.795,0.584,8,-5.758,0,0.0396,0.172,2.99e-05,0.103,0.785,127.05,4,chill
5HphhcOuLFWBj9IghbrKJB,Pink Sweat$;6LACK,Midnight River (feat. 6LACK),Midnight River (feat. 6LACK),59,184242,False,0.497,0.351,1,-9.048,0,0.0648,0.777,0.0,0.157,0.234,171.719,4,chill
5VujK2veNOmeh7jNj9zq1p,dwsdmusic,Talk It Out,Talk It Out,61,170482,False,0.646,0.491,8,-13.106,1,0.0443,0.465,0.18,0.0834,0.68,145.033,4,chill
60bAuEmJQfzeDV1B84H4xY,keshi,GABRIEL,WESTSIDE,64,184110,True,0.562,0.47,2,-10.722,1,0.0717,0.455,0.0,0.113,0.271,159.728,4,chill
6RMltEudPPFoJuUoshxRBB,Christian Kuria,Toroka,Toroka,67,202075,False,0.641,0.438,5,-7.029,1,0.132,0.905,0.000134,0.108,0.343,67.529,4,chill
36KJECppZif5yIwfwk1V0U,Monty Datta;Shiloh Dynasty,Sing to You,Sing to You,64,153627,False,0.702,0.221,1,-12.126,0,0.162,0.856,0.00694,0.143,0.0767,115.218,4,chill
5DyBTivjORrpNhJkJj2Ao5,thuy;Lil Kev,All Night Long,All Night Long,61,214800,True,0.354,0.542,4,-9.61,0,0.12,0.0815,0.000424,0.09,0.0483,100.032,4,chill
0Hfah746oDkvCS7ySP3k1c,8percent,dream girl,dream girl,66,87408,False,0.795,0.385,7,-13.526,0,0.329,0.851,5.98e-05,0.234,0.55,109.996,4,chill
6NU3w0CtU7g9boAarIAkO4,Zachary Knowles,feelings,slow down my thoughts,57,231496,False,0.732,0.421,1,-8.364,0,0.0876,0.685,4.07e-05,0.224,0.482,126.943,4,chill
0OtL3L332F3gxSB2cuYsc0,Lund,Skin & Bones,Skin & Bones,59,217942,False,0.849,0.285,7,-11.58,0,0.041,0.822,2.9e-06,0.116,0.156,125.504,4,chill
5qiSzhwTxVWtvgqwANXXoP,Teqkoi;Snøw,I never wanna lose you,I never wanna lose you,52,151920,False,0.725,0.398,11,-13.445,0,0.0754,0.525,0.000326,0.112,0.148,130.051,4,chill
7qrBYrivpvfXUPBMmqh3dA,The Deli,Vibes 2,5:32pm,65,136914,False,0.691,0.186,10,-13.672,0,0.0487,0.686,0.934,0.0762,0.548,86.383,4,chill
3pw06oZUhaLh6Gz2dfiNZK,yaeow;Rnla,Take Me Higher,Take Me Higher,53,127080,False,0.482,0.281,4,-12.289,0,0.134,0.913,0.108,0.109,0.0537,82.829,4,chill
35pv1iC2KwjKOGogg3UJEm,Finding Hope,wish u felt the way i do,wish u felt the way i do,58,121500,False,0.723,0.304,10,-15.227,0,0.052,0.744,0.0224,0.107,0.271,80.006,4,chill
2KEnu7ABoDpekTUae5rrU0,keshi,just friends,just friends,62,123125,True,0.713,0.244,6,-15.639,0,0.101,0.767,0.00435,0.101,0.199,119.993,4,chill
5L3VoLOjwPv7hPknnmYaeT,Finding Hope,Love,Love,56,256097,False,0.66,0.177,2,-13.461,0,0.0377,0.835,0.162,0.108,0.0699,82.974,4,chill
4JLI9AgtAXutJvjlXgZBoR,[bsd.u],444,French Inhale,61,108078,False,0.87,0.146,8,-11.877,0,0.22,0.499,0.941,0.105,0.889,80.087,4,chill
4w0rTd0QIbsvVykYij8M7L,dhruv,rapunzel,retrograde,47,215269,False,0.49,0.229,4,-12.11,0,0.0273,0.804,0.00489,0.126,0.281,90.205,4,chill
5bRhKVGEj14xo6S5mHz7rh,Bennett Coast,Sunsick,Sunsick,64,145081,False,0.663,0.583,7,-9.235,1,0.0346,0.411,0.138,0.169,0.58,81.507,4,chill
4NHsEHQtUKErl9uXA6Y0nm,Sølace,All Alone,All Alone,57,147000,False,0.601,0.556,7,-10.722,0,0.395,0.776,0.0465,0.236,0.457,80.003,4,chill
6nzCvAtyADh0wwZEVMoujK,JUNNY,By My Side,By My Side,65,206680,False,0.466,0.429,8,-4.52,1,0.0445,0.672,0.0,0.0928,0.375,179.462,3,chill
2ZVWZ43K5wRHNcMhqTthAz,nekoi,glass,Glass,57,146548,False,0.472,0.291,9,-13.512,0,0.0433,0.958,0.569,0.106,0.0701,113.011,4,chill
1sjXaEmqj5cRMns8rWYnKe,Shoffy;Sarcastic Sounds,Flash,I Can't Help,57,121250,False,0.713,0.402,2,-8.273,1,0.0631,0.409,0.000673,0.11,0.312,81.975,4,chill
3DmK9CjTb6DMgnveSK5Sr5,Peter Fenn,Here for You,Here for You,53,167072,False,0.642,0.367,4,-9.992,1,0.0297,0.791,5.31e-05,0.0845,0.516,102.002,4,chill
25kxJg4ykcvM1wphY0yIwt,Dane Amar;Jereena Montemayor,East Daygo Popstar,Green Tea & Honey,65,222315,False,0.845,0.241,2,-10.948,0,0.0395,0.513,0.0,0.0722,0.799,94.869,4,chill
6l8mSWXw3Jy7TvM0r8W6LR,yaeow,Behind the Clouds,Behind the Clouds,51,160000,False,0.579,0.109,3,-16.129,1,0.0379,0.938,0.0344,0.108,0.276,134.98,4,chill
39BjmE63Oum0jR2QpHYSJv,Nohidea,Esuna,falling down,63,96053,False,0.778,0.309,8,-16.688,1,0.324,0.915,0.0925,0.343,0.556,80.115,4,chill
5KPSKv02jtAsI7fmpT7enC,me7k,Is It Too Much to Ask For,Is It Too Much to Ask For,62,100586,False,0.901,0.467,10,-9.142,1,0.0586,0.05,0.0153,0.105,0.58,105.586,4,chill
35CoDqsVF0P2w8Lgir7wrs,Larissa Lambert,My All,My All,64,151116,False,0.573,0.265,7,-9.541,0,0.0348,0.71,0.0,0.258,0.225,107.697,4,chill
7LiGptffUbVAtbxzQnvBi9,Cody Lovaas;ROZES,Pull Out Couch,OH NO!,57,171185,False,0.722,0.398,7,-5.465,0,0.0857,0.206,1.39e-06,0.207,0.644,82.986,4,chill
72GCJhZVwFG3cHIO7BF1Pq,APOLLYON.;Shiloh Dynasty;XANSEII.,this is for my girl,this is for my girl,59,217339,True,0.661,0.43,1,-13.013,1,0.0642,0.848,0.000873,0.142,0.327,113.932,4,chill
4VgM8bWHJVdsUfS416FJ2L,creamy;untrusted;11:11 Music Group,weak lofi,weak lofi,9,161970,False,0.705,0.441,7,-8.328,1,0.0423,0.663,0.0,0.17,0.493,127.888,4,chill
3DwkoCj5vhaKzgdbEpoDIu,creamy;untrusted;11:11 Music Group,tv,tv,2,286714,False,0.583,0.134,4,-15.024,0,0.0362,0.927,0.00367,0.133,0.149,140.047,4,chill
5vLxoi7XNd5Uy08fOgk5oZ,Philanthrope;Ian Ewing;Sleepy Fish,Cabin in the Woods,Plants,46,127000,False,0.662,0.324,11,-18.517,1,0.0645,0.312,0.864,0.108,0.0393,80.053,4,chill
2Nbhq0jI4SR7whs7YNZEuJ,Shiloh Dynasty,17 (Slowed + reverb),17 - Slowed + reverb,51,209493,False,0.78,0.24,11,-12.996,1,0.0711,0.373,0.0141,0.452,0.171,140.502,4,chill
58Mh6zmqSo9IvysPAXnG0h,Sarcastic Sounds;Claire Rosinkranz;Clinton Kane,change ur mind,change ur mind,57,183451,False,0.627,0.575,4,-7.38,1,0.232,0.78,0.0,0.336,0.494,78.546,4,chill
3oVGjguICRU4UVS1ZPwH2D,Ant Saunders;Audrey Mika,Yellow Hearts (feat. Audrey Mika),Yellow Hearts (feat. Audrey Mika),55,180672,False,0.816,0.401,7,-8.041,1,0.22,0.464,0.0,0.0657,0.678,129.041,4,chill
0wX927FSg3NjodBI8FI9Q8,Faime,I Found Her,I Found Her,47,174244,False,0.489,0.447,9,-12.445,1,0.0422,0.777,0.222,0.0843,0.122,169.906,4,chill
5fqDXVrqZRCtyOVFQBONc6,Konteks,Outer,Backdrop,58,149333,False,0.782,0.293,11,-10.533,0,0.0496,0.142,0.782,0.0387,0.203,89.958,4,chill
7MdZQXUBijQxcBkYz4G1Z5,Jinsang,Life,Affection,64,117495,False,0.698,0.193,1,-15.01,1,0.0902,0.914,0.937,0.0882,0.607,84.03,4,chill
1glms9EfGPeDFhBWT3ym7f,creamy;untrusted;11:11 Music Group,stuck in the middle,stuck in the middle,21,193500,False,0.79,0.532,6,-8.617,1,0.0311,0.713,0.0,0.104,0.696,119.915,4,chill
6rUtMKEej81ORTGtCpjyOJ,Tom Odell,Best Day Of My Life,Best Day Of My Life,69,146895,True,0.683,0.187,10,-13.185,1,0.0347,0.983,0.00246,0.107,0.101,117.92,4,chill
31Ep5JVlhdyLe5aj06alAp,Stract;Shiloh Dynasty;Burgettii,Losing Interest (Remix),Losing Interest - Remix,58,270260,True,0.963,0.417,10,-15.525,0,0.182,0.635,0.00686,0.275,0.711,114.968,4,chill
0arPxj5WufzbjEy1uPn7GP,Ethan Dufault,What If,Casualties,54,222083,False,0.647,0.306,3,-10.392,1,0.0321,0.846,0.0,0.1,0.348,143.932,4,chill
4qDHt2ClApBBzDAvhNGWFd,Noisestorm,Crab Rave,Crab Rave,67,161280,False,0.768,0.933,2,-2.95,0,0.0385,0.206,0.915,0.0833,0.245,124.996,4,chill
5imUsSGjd1ok68w4HXh1My,The Millennial Club,summer nights,feel the same,58,131866,False,0.792,0.659,9,-5.796,1,0.102,0.602,7.06e-05,0.0543,0.621,102.985,4,chill
0VxPoNX9h5HpsEgSNcHCmG,Adzmilli,Change,Change,59,198620,True,0.714,0.577,7,-9.189,1,0.0556,0.0536,1.48e-06,0.125,0.802,145.056,4,chill
6PqDYUTmTGXnCfSDhm6AlJ,SKY-HI;3RACHA of Stray Kids,JUST BREATHE (feat. 3RACHA of Stray Kids),JUST BREATHE - feat. 3RACHA of Stray Kids,60,230853,False,0.521,0.824,5,-4.498,0,0.287,0.197,0.0,0.124,0.502,112.614,3,chill
5SifNhmUO8iSEoWFQU8kxH,Pink Sweat$;SEVENTEEN,17 (feat. Joshua and DK of SEVENTEEN),17 (feat. Joshua and DK of SEVENTEEN),57,160819,False,0.615,0.383,5,-8.575,1,0.0597,0.112,0.0,0.108,0.306,129.358,4,chill
5sUYrNRxyAf8pen42uS1aM,fenekot,Let Me Down Slowly,Let Me Down Slowly,56,96986,False,0.763,0.487,1,-11.155,0,0.174,0.915,0.134,0.136,0.484,146.027,4,chill
0WKmVAD4VWk5EdTyCFILi4,Verzache,Needs,Needs,68,177479,False,0.813,0.601,11,-7.552,0,0.116,0.189,0.0002,0.426,0.855,118.981,4,chill
3A7Etq2wGE9cYqLIma97Tt,RINI,After the Sun,Aphrodite,62,271000,False,0.717,0.298,6,-9.237,0,0.0394,0.555,0.00293,0.0997,0.262,116.039,4,chill
27Pdlv16GJgY0fpzOE36ZE,JON VINYL,Entice Me,Entice Me,57,156874,True,0.781,0.548,3,-6.749,0,0.0541,0.587,0.000101,0.141,0.5,119.888,4,chill
2y1NlQ3jhmmvtybRBLQGXm,Timmies;Shiloh Dynasty,Passion & Confusion,Soft Skin,62,117747,False,0.901,0.108,0,-19.516,0,0.129,0.844,0.00473,0.108,0.716,106.044,4,chill
0FDO64bveqjfNEIalB7HUr,Finding Hope,Crush On You,Crush On You,48,241714,False,0.636,0.288,1,-13.341,1,0.0583,0.888,0.184,0.109,0.289,140.07,4,chill
5tgLkUlAmTR9FhOzVVfIJS,Weston Estate,Maggie Valley,Silence,58,133440,True,0.348,0.477,4,-9.567,1,0.188,0.785,0.0,0.104,0.181,175.167,4,chill
45StvejYUdIsyUwqdZ7iJM,Audrey Mika,Y U Gotta B Like That,Y U Gotta B Like That,58,154456,False,0.732,0.413,9,-6.353,1,0.0702,0.287,0.0,0.0565,0.761,92.066,4,chill
1Q1jsLcyE5vZrFspwsQce2,Yusei,Hopeless Romantic,Hopeless Romantic,43,256548,False,0.516,0.49,9,-8.079,0,0.139,0.941,0.937,0.267,0.352,169.999,4,chill
6oNZ0WxqptE7V0qpjtyJ4a,ODESZA;Sasha Alex Sloan,A Moment Apart,Falls (feat. Sasha Alex Sloan),57,232936,False,0.294,0.697,6,-6.029,1,0.128,0.0398,0.00011,0.136,0.183,160.566,4,chill
5Q9KfZHV6BZZLQzhKpfPpq,Fiji Blue,I Should've Told You,I Should've Told You,56,197522,False,0.725,0.66,8,-7.206,1,0.0663,0.465,0.000292,0.0848,0.456,117.009,4,chill
2Rtj1B24RTIrIg2TMQ8WS9,Valntn;Peter Fenn;Tray Haggerty,Mona Lisa,Mona Lisa,56,157019,False,0.886,0.59,1,-5.14,0,0.0515,0.0493,0.0,0.28,0.787,119.934,4,chill
5Op3wFn328uL17aJUIGJx3,Fiji Blue,Space Makes Me Sad,Space Makes Me Sad,57,136419,False,0.557,0.429,6,-10.266,1,0.189,0.387,0.000478,0.192,0.596,90.574,4,chill
37HhnXqIRFSSJXWsysl6B7,HYBS,Making Steak,Ride,64,181622,False,0.757,0.393,5,-7.942,1,0.212,0.788,0.000986,0.0501,0.715,77.985,4,chill
547iYirskXyIJaDIniJAhn,Johnny Stimson,Flower,Flower,55,173230,False,0.486,0.361,0,-7.682,0,0.21,0.135,0.0,0.0989,0.5,196.78,3,chill
3RxaQR8u2FykPkolQJIxiE,Pink Sweat$;Nikhita Gandhi,At My Worst (Nikhita Gandhi Remix),At My Worst (Nikhita Gandhi Remix),36,169127,False,0.798,0.415,0,-5.877,1,0.0403,0.753,0.0,0.165,0.566,91.927,4,chill
14gmLQPNYokqB8OKxAp69f,keshi,Shang-Chi and The Legend of The Ten Rings: The Album,War With Heaven,64,193373,False,0.622,0.671,5,-6.426,1,0.026,0.014,0.0,0.304,0.572,84.996,4,chill
4dRb7kdtBVBFzSiCqsY7wP,Devin Kennedy,Poetry,Forget About You,62,151712,False,0.627,0.525,11,-8.003,0,0.0635,0.892,0.000233,0.109,0.207,98.08,4,chill
5FKnuwsKf7YFpmhA5Wnl0q,Tom Odell,Songs from Another Love,Another Love,67,250973,True,0.443,0.54,4,-8.536,0,0.04,0.697,1.04e-05,0.102,0.133,119.161,4,chill
6sWkR0Y0NsJN4Ov3vKAPIa,dhruv,rapunzel,what's wrong with me?,46,185375,False,0.504,0.405,6,-11.312,0,0.0515,0.786,0.00143,0.102,0.176,93.469,4,chill
0LqCvXVNvcnkq78sCQsoO0,keshi,skeletons,summer,61,165213,True,0.717,0.453,8,-9.394,1,0.0532,0.144,0.0,0.12,0.483,85.005,4,chill
2yyluSgySg95O24RBkgrMR,keshi,always,B.Y.S.,64,165154,False,0.632,0.653,9,-6.646,1,0.0379,0.508,0.0,0.265,0.355,99.997,4,chill
4HrUDgx9kHWuIeNCwbPxey,Sarah Meow;Shiloh,Safe.,I'll Keep You Safe,58,116881,False,0.758,0.206,7,-16.333,1,0.112,0.922,0.00518,0.177,0.389,115.008,4,chill
5SJ7wxV5pDvhxs4xjgb2cW,Elijah Gonzales;Shiloh Dynasty,Trust Nobody,Trust Nobody,55,166217,False,0.693,0.191,1,-18.597,0,0.115,0.789,0.342,0.102,0.784,208.001,4,chill
0m3DrWZvSJBKBdcJsTmjfy,MASN,Strawberry Huracan,Strawberry Huracan,56,177026,True,0.62,0.709,2,-5.081,1,0.0384,0.295,0.0,0.22,0.566,138.98,4,chill
7dbyaRWWFvB9UG2vcwTd3J,Sainte,Local Mvp,Champagne Shots,71,144000,False,0.942,0.441,11,-11.448,1,0.469,0.493,0.0,0.138,0.925,135.028,4,chill
7g1251d41qVR8kq6yz9XXa,dyl dion,pouring outside,pouring outside,66,156250,False,0.783,0.589,7,-8.32,1,0.0381,0.677,0.0685,0.108,0.326,107.494,4,chill
5xAscxv7cGvxqBmISfX76t,Yusei,fell in love in tokyo,fell in love in tokyo,43,303167,False,0.544,0.413,11,-8.606,1,0.159,0.961,0.908,0.115,0.438,126.142,3,chill
1DiOSZ8PpnmwgriDH0RNQd,yaeow;Powfu;Sarcastic Sounds,how to live,how to live,52,146400,False,0.611,0.311,0,-12.199,1,0.0382,0.904,0.00409,0.111,0.194,100.092,4,chill
2HbmLbfMj0m3gMd9E5c9iu,Johnny Stimson,Smile,Smile,56,162784,False,0.511,0.323,2,-10.225,1,0.227,0.208,0.0,0.0862,0.435,87.889,4,chill
4JEGeqPF0RH7oi1lHdtbK6,Zachary Knowles,slow summer,slow summer,57,168782,False,0.658,0.431,5,-8.902,1,0.0437,0.817,8.28e-06,0.21,0.464,90.003,4,chill
4Fmr4dbY1sZiX77ZbljNFC,Canking;Ess2Mad,lemme land?,lemme land?,69,146878,False,0.875,0.593,7,-10.261,0,0.394,0.136,0.0,0.104,0.466,144.028,4,chill
2lCsTpkit36cAJ0pSEpzr4,Kochetkovv,Sing for Me,Sing for Me,58,130951,False,0.802,0.073,6,-18.369,0,0.0778,0.737,0.803,0.0912,0.151,109.989,4,chill
0f0gfm6wHjhqrBMHBn9Ajr,Sarcastic Sounds,I Don't Sleep,I Don't Sleep,61,105142,True,0.774,0.352,6,-13.13,0,0.214,0.105,0.741,0.348,0.258,80.51,4,chill
0Z99fGWbeZmwNuWhIlpv2o,Kochetkovv,Come Right Here,Come Right Here,60,116924,False,0.77,0.393,2,-9.345,1,0.0651,0.98,0.154,0.145,0.35,115.051,4,chill
50HURWGNsCiJw4qFDQu40X,the bootleg boy;Rxseboy;Powfu,the day i died,the day i died,56,134020,False,0.59,0.443,11,-11.408,1,0.0466,0.726,6.11e-06,0.387,0.198,120.025,4,chill
0puAY0GWEpztzZ01cqvXkj,fenekot,Eenie Meenie,Eenie Meenie,47,93103,False,0.696,0.449,1,-10.647,1,0.154,0.872,0.00635,0.124,0.289,173.809,4,chill
4xyO4ayrykXTCNXlo3Jelt,NÜ;Nvr/Mnd,a place to call home,a place to call home,53,90842,True,0.622,0.259,0,-15.976,0,0.198,0.102,0.364,0.0833,0.25,177.817,4,chill
6a23CwL8bVeizmNRR9AACs,Yxngxr1,Digikid 2,PIGEONS,64,121457,True,0.814,0.54,0,-9.66,1,0.321,0.617,0.0,0.173,0.476,160.039,4,chill
51kQvG4aghW17VSZKkfxTp,JUNNY,MOVIE,MOVIE,62,183146,False,0.583,0.557,3,-4.012,1,0.0494,0.663,0.0,0.374,0.595,73.615,4,chill
3O4DdB07AoPwvy1fsIToiT,Conor Matthews,Forever Right Now,Forever Right Now,56,141828,False,0.753,0.679,5,-4.792,1,0.0569,0.139,0.0,0.148,0.688,117.961,4,chill
4E93IPDPbaNJUDTpur3V63,Mokita,4201,I Still Do,54,202023,False,0.538,0.489,4,-11.155,1,0.0523,0.193,8.88e-05,0.209,0.393,79.245,4,chill
7gu0zaym9C9Kp1va4ZeYXR,creamy,Tell Me Why I'm Waiting,Tell Me Why I'm Waiting,59,139357,False,0.76,0.207,11,-13.359,0,0.0809,0.523,0.11,0.103,0.199,124.955,4,chill
1SPDWTBH7qcjbZ8zMRXlQ9,Jimmy Brown,Let Me Know,Let Me Know,61,188666,False,0.797,0.39,2,-6.594,1,0.0303,0.726,0.0,0.144,0.536,97.944,4,chill
4bWlQ8IMyy3PMZt88rTVQC,Milky Day;frad;Hayne,You'll Be Alright,You'll Be Alright,61,199016,False,0.708,0.461,5,-12.25,1,0.0288,0.165,0.000869,0.0865,0.592,92.015,4,chill
7hAJdc1P2u9q8G6ucKlZD0,KAYDEN,so much has changed,mr. nice guy,59,220500,False,0.614,0.657,9,-3.979,1,0.0255,0.614,0.0,0.157,0.619,92.048,4,chill
5rAM2UW8MeVtBxKoNTRXUE,Yxngxr1,Childhood Dreams,Rather Do,65,135000,True,0.859,0.545,9,-9.39,1,0.248,0.853,0.0,0.0928,0.722,128.0,4,chill
4Tbmg5W9EtxH4mAPPCmoZ5,Jenevieve,Blinding Lights,Eternal,0,160346,False,0.506,0.717,7,-8.69,0,0.203,0.645,0.000292,0.115,0.233,159.811,4,chill
5k4Htrd5PqDjAYGnIASrIo,Pandrezz;j'san;Epektase,lofi за учене,Montara,0,125217,False,0.835,0.195,1,-11.374,1,0.0741,0.884,0.954,0.11,0.149,92.036,4,chill
6DLsynyv8bCZteUkhhsmR4,Jenevieve,Best R&B Tunes,Eternal,0,160346,False,0.506,0.717,7,-8.69,0,0.203,0.645,0.000292,0.115,0.233,159.811,4,chill
6vZasoTUJMz2ZU10Av1uKX,Pandrezz;j'san;Epektase,lofi за учене,Mystic Brew,0,126896,False,0.789,0.162,5,-13.013,0,0.095,0.81,0.94,0.0885,0.434,86.98,4,chill
630Ug0XtmhhFvAKo0PNuEI,UMI,Remember Me,Remember Me,67,199226,False,0.84,0.344,5,-8.613,0,0.0374,0.456,3.36e-05,0.35,0.526,111.994,4,chill
5o5WaO9pzPhXSGIrTIYVce,grentperez,Cherry Wine,Cherry Wine,65,173286,False,0.74,0.563,11,-7.016,0,0.04,0.34,0.0,0.0824,0.577,104.958,4,chill
4ZaRg5Sf4TKr0YcFRLh7QJ,UMI,Love Language,Love Affair,69,190960,False,0.613,0.488,8,-7.37,1,0.0964,0.129,2.13e-05,0.335,0.183,172.076,4,chill
2X2iPcwho1LGm2XWUqhOJH,GEMINI,mon amour,mon amour,58,160880,False,0.683,0.805,8,-7.678,0,0.106,0.343,0.0,0.109,0.692,109.953,4,chill
6mCljAhAwsKTCsdaA0tIYF,ASTN,Butterflies,Butterflies,61,175225,False,0.858,0.359,8,-12.197,1,0.0437,0.146,3.58e-06,0.101,0.432,99.989,4,chill
6KQ1kXpm6fNi5covVSMvz1,Sway Bleu,Why You,Why You,59,150638,True,0.422,0.53,6,-10.989,0,0.123,0.528,0.00036,0.0899,0.209,93.35,4,chill
6ncsVXsY8FaxpK5yg1eMHI,itssvd;Shiloh Dynasty,Missing,Love Again,62,89340,False,0.643,0.417,4,-10.155,1,0.186,0.809,0.0147,0.168,0.355,94.435,4,chill
4Nw7kywWurWS6ceinn1cHK,Jenevieve,Division,Baby Powder,68,176760,False,0.799,0.452,1,-7.641,0,0.0466,0.238,0.000133,0.0878,0.732,78.461,3,chill
0rNpm25xLsckCS9JPAgpwP,SwuM;Idealism,With U,With U,55,218666,False,0.469,0.309,1,-11.858,0,0.0341,0.863,0.809,0.0923,0.185,90.062,4,chill
2Ryp5LkAWyJwRqoFd8N7Kk,brb.,move,move,62,148571,False,0.661,0.633,5,-8.819,0,0.052,0.0227,9.86e-05,0.104,0.782,104.934,4,chill
0W7brFokN6QtGRNp32RCQP,Arz,Alone With You,Alone With You,73,195200,True,0.768,0.374,7,-12.49,1,0.723,0.288,1.67e-06,0.111,0.398,75.503,4,chill
7JgZbix8xDasAhbn3N7eIF,potsu,[oops],[oops],64,142182,False,0.843,0.256,7,-13.565,0,0.0752,0.538,0.114,0.133,0.655,68.997,4,chill
